Product,Price,Imagepath,Dataurl,Label
【JOHN DUKE】英式典雅橫條休閒POLO衫_綠色(60-6V2551),1280,.\\pic\\clothes\\polo_stripe\\211.jpg,https://24h.pchome.com.tw/prod/DICLA9-A9007OQ7I,polo_stripe
【HAKERS】男 City Smart 抗UV條紋POLO衫(丈青),1183,.\\pic\\clothes\\polo_stripe\\212.jpg,https://24h.pchome.com.tw/prod/DEBLLB-A9009TNT6,polo_stripe
CARAVA《男條紋排汗POLO衫》(灰藍),790,.\\pic\\clothes\\polo_stripe\\213.jpg,https://24h.pchome.com.tw/prod/DEBL4W-A90091YFG,polo_stripe
ROBERTA諾貝達 台灣製 休閒百搭 橫條透氣短袖POLO棉衫HAC14-82白色,1426,.\\pic\\clothes\\polo_stripe\\214.jpg,https://24h.pchome.com.tw/prod/DICLD4-A9008VCWD,polo_stripe
Emilio Valentino 優雅品味橫條紋POLO衫_粉橘 灰(21-8V1856),1580,.\\pic\\clothes\\polo_stripe\\215.jpg,https://24h.pchome.com.tw/prod/DICLA0-A9009JNTY,polo_stripe
NAUTICA 男時尚舒適透氣黑白條紋短袖POLO-L,3280,.\\pic\\clothes\\polo_stripe\\216.jpg,https://24h.pchome.com.tw/prod/DIAIM1-A9009L45V,polo_stripe
CARAVA《男條紋排汗POLO衫》(深灰藍),790,.\\pic\\clothes\\polo_stripe\\217.jpg,https://24h.pchome.com.tw/prod/DEBL4W-A90091Z3F,polo_stripe
MLB-紐約洋基隊印花條紋快排POLO衫-白 (男),768,.\\pic\\clothes\\polo_stripe\\218.jpg,https://24h.pchome.com.tw/prod/DEBNO6-A9008ZA6L,polo_stripe
Emilio Valentino 優雅品味橫條紋POLO衫_藍(30-8V1555),1680,.\\pic\\clothes\\polo_stripe\\219.jpg,https://24h.pchome.com.tw/prod/DICLA0-A9009JOAW,polo_stripe
ROBERTA諾貝達 台灣製 橫條拼色 涼感短袖POLO棉衫RAE41-39紅色,1246,.\\pic\\clothes\\polo_stripe\\30.jpg,https://24h.pchome.com.tw/prod/DICLD4-A9008WWLH,polo_stripe
MLB-巴爾的摩金鶯隊印花條紋快排POLO衫-黑 (男),768,.\\pic\\clothes\\polo_stripe\\31.jpg,https://24h.pchome.com.tw/prod/DEBNO6-A9008ZA3M,polo_stripe
ADISI AL1811051-1男短袖COOLMAX沁涼條紋休閒POLO衫 淺灰,1225,.\\pic\\clothes\\polo_stripe\\32.jpg,https://24h.pchome.com.tw/prod/DEBLMO-A9008YMU5,polo_stripe
Fabrizio法比奇【My Casual 。愜意】非。正式 襯衫領鉚釘口袋寬條紋長袖POLO衫 - 3色,880,.\\pic\\clothes\\polo_stripe\\33.jpg,https://24h.pchome.com.tw/prod/DEAKHR-A90056ZG5,polo_stripe
CARAVA《男條紋排汗POLO衫》(岩漿紅),790,.\\pic\\clothes\\polo_stripe\\34.jpg,https://24h.pchome.com.tw/prod/DEBL4W-A90091Z2Q,polo_stripe
ROBERTA諾貝達 台灣製 抗UV 舒適柔棉 橫條拼接 短袖休閒棉衫RAE20-39深藍,1246,.\\pic\\clothes\\polo_stripe\\37.jpg,https://24h.pchome.com.tw/prod/DICLD4-A9008WSH5,polo_stripe
【OAKLEY】奧克利 ACE STRIPE GOLF POLO 快透排汗 舒適面料 短袖POLO衫,1800,.\\pic\\clothes\\polo_stripe\\38.jpg,https://24h.pchome.com.tw/prod/QCACDH-A900978L5,polo_stripe
【OAKLEY】奧克利 ACE STRIPE GOLF POLO 快透排汗 舒適面料 短袖POLO衫,1800,.\\pic\\clothes\\polo_stripe\\39.jpg,https://24h.pchome.com.tw/prod/QCAK9O-A900978K1,polo_stripe
